|6.6.6
gloss1d_2.tab                                                                                       
           1
node #  
  0.000000000000000E+000
  0.000000000000000E+000
           0
          76
node#          P(bar)         T(K)           H2,mol_abs     C,mol_abs      Si,mol_abs     Al,mol_abs     Fe,mol_abs     Mg,mol_abs     Ca,mol_abs     Na,mol_abs     K,mol_abs      O2,mol_abs     S2,mol_abs     m_{CO2}        m_{CH4}        m_{H2S}        m_{H2O}        m_{FeC4H6O4}   m_{FeC2H3O2}   m_{NaCO3-}     m_{CO3-2}      m_{Al+3}       m_{AlO2-}      m_{Ca(HCO3)}   m_{Ca(OH)+}    m_{Ca+2}       m_{CaCO3,aq}   m_{CaSO4,aq}   m_{Fe+2}       m_{Fe+3}       m_{H+}         m_{HAlO2,aq}   m_{HCO3-}      m_{HO2-}       m_{HS-}        m_{HSiO3-}     m_{HSO3-}      m_{HSO4-}      m_{HSO5-}      m_{K+}         m_{KOH,aq}     m_{KSO4-}      m_{Mg(HCO3)}   m_{Mg(HSiO3}   m_{Mg+2}       m_{MgCO3,aq}   m_{MgOH+}      m_{MgSO4,aq}   m_{Na+}        m_{NaHCO3,a}   m_{NaHSiO3,}   m_{NaOH,aq}    m_{OH-}        m_{S2-2}       m_{S2O3-2}     m_{S2O4-2}     m_{S2O5-2}     m_{S2O6-2}     m_{S2O8-2}     m_{S3-2}       m_{S3O6-2}     m_{S4-2}       m_{S4O6-2}     m_{S5-2}       m_{S5O6-2}     m_{Si2O4,aq}   m_{SiO2,aq}    m_{SO3-2}      m_{SO4-2}      pH-pH_0        pH             error_pH       permittivity   I,m            tot_solute_m  
  487.000        48601.0        981.151       0.352954       0.243816E-001  0.322548E-001  0.237308E-004  0.936461E-008  0.397301E-004  0.127604E-001  0.411441E-002  0.983784E-002  0.243125       0.395726E-004   1.44953       0.775099E-005  0.146322E-003   43.8849       0.723728E-007  0.369949E-006  0.230565E-003  0.218177E-002  0.128328E-013  0.105614E-002   1.92618       0.187128E-002  0.186429E-002  0.262071E-001  0.965415E-002  0.100033E-005  0.143461E-012  0.893640E-004  0.259966E-002  0.945984E-001  0.973628E-018  0.507283E-003   3.90328       0.119829E-002  0.617215E-003  0.220687E-018   1.48569       0.298476E-001  0.144161E-004  0.111236E-002  0.450607E-002  0.375249E-004  0.240723E-009  0.464459E-003  0.139534E-006  0.606016       0.895424E-002  0.124803E-001  0.615706E-002  0.238059E-001  0.305609E-009  0.135830E-008  0.187885E-015  0.719958E-016  0.365346E-017  0.990176E-034  0.457292E-010  0.209027E-018  0.598885E-011  0.235548E-016  0.663649E-012  0.522013E-020  0.156430       0.735820       0.145427E-008  0.298048E-004   1.25415        4.03520      -0.827806E-001   27.6172        4.03385        9.04351     
  488.000        48701.0        981.697       0.356999       0.247245E-001  0.327827E-001  0.240470E-004  0.939370E-008  0.409810E-004  0.129847E-001  0.415179E-002  0.100224E-001  0.246192       0.410860E-004   1.44844       0.774515E-005  0.146212E-003   43.8518       0.725141E-007  0.369558E-006  0.228146E-003  0.214150E-002  0.126750E-013  0.105077E-002   1.93810       0.189139E-002  0.186679E-002  0.264678E-001  0.997271E-002  0.989113E-006  0.142893E-012  0.895140E-004  0.261294E-002  0.933960E-001  0.988516E-018  0.502184E-003   3.92653       0.120931E-002  0.619900E-003  0.225994E-018   1.49680       0.301648E-001  0.145040E-004  0.112011E-002  0.461502E-002  0.376009E-004  0.241074E-009  0.470813E-003  0.141398E-006  0.604728       0.887528E-002  0.125529E-001  0.616563E-002  0.237317E-001  0.298266E-009  0.133630E-008  0.186289E-015  0.716083E-016  0.364392E-017  0.986950E-034  0.449938E-010  0.211271E-018  0.594147E-011  0.235443E-016  0.663916E-012  0.540924E-020  0.156592       0.737766       0.143627E-008  0.293779E-004   1.25327        4.03271      -0.830968E-001   27.6157        4.05570        9.09034     
  489.000        48801.0        982.241       0.360512       0.250320E-001  0.332653E-001  0.243282E-004  0.940674E-008  0.422020E-004  0.131914E-001  0.418266E-002  0.101939E-001  0.248897       0.425780E-004   1.44735       0.773931E-005  0.141048E-003   43.8187       0.726443E-007  0.369120E-006  0.225745E-003  0.210179E-002  0.125172E-013  0.104538E-002   1.95002       0.191168E-002  0.186918E-002  0.267311E-001  0.103025E-001  0.977890E-006  0.142292E-012  0.896624E-004  0.262622E-002  0.922069E-001  0.100352E-017  0.497129E-003   3.94980       0.122040E-002  0.622593E-003  0.231404E-018   1.50796       0.304849E-001  0.145928E-004  0.112783E-002  0.472622E-002  0.376722E-004  0.241419E-009  0.477208E-003  0.143285E-006  0.603420       0.879685E-002  0.126258E-001  0.617397E-002  0.236567E-001  0.291085E-009  0.131462E-008  0.184696E-015  0.712189E-016  0.363419E-017  0.983607E-034  0.442691E-010  0.213533E-018  0.589448E-011  0.235340E-016  0.664201E-012  0.560534E-020  0.156751       0.739708       0.141841E-008  0.289560E-004   1.25238        4.03023      -0.834212E-001   27.6142        4.07759        9.13725     
  490.000        48901.0        982.784       0.365221       0.254243E-001  0.338622E-001  0.246913E-004  0.944957E-008  0.435948E-004  0.134440E-001  0.422720E-002  0.104013E-001  0.252436       0.442953E-004   1.44625       0.385034E-005  0.140941E-003   43.7855       0.727702E-007  0.368665E-006  0.223377E-003  0.206281E-002  0.123609E-013  0.103998E-002   1.96199       0.193212E-002  0.187149E-002  0.269971E-001  0.106440E-001  0.966744E-006  0.141682E-012  0.898110E-004  0.263952E-002  0.910361E-001  0.101867E-017  0.492115E-003   3.97317       0.123163E-002  0.625337E-003  0.236941E-018   1.51919       0.308080E-001  0.146832E-004  0.113550E-002  0.483951E-002  0.377385E-004  0.241752E-009  0.483628E-003  0.145193E-006  0.602115       0.871957E-002  0.126994E-001  0.618229E-002  0.235815E-001  0.284066E-009  0.129334E-008  0.183121E-015  0.708350E-016  0.362472E-017  0.980308E-034  0.435552E-010  0.215836E-018  0.584784E-011  0.235263E-016  0.664497E-012  0.580925E-020  0.156908       0.741644       0.140079E-008  0.285415E-004   1.25148        4.02774      -0.837237E-001   27.6128        4.09959        9.18443     
  491.000        49001.0        983.325       0.369437       0.257839E-001  0.344172E-001  0.250218E-004  0.947666E-008  0.449666E-004  0.136802E-001  0.426564E-002  0.105968E-001  0.255641       0.460218E-004   1.44516       0.384742E-005  0.140834E-003   43.7524       0.728778E-007  0.368135E-006  0.221017E-003  0.202427E-002  0.122045E-013  0.103458E-002   1.97392       0.195276E-002  0.187372E-002  0.272654E-001  0.109976E-001  0.955531E-006  0.141029E-012  0.899571E-004  0.265281E-002  0.898742E-001  0.103391E-017  0.487157E-003   3.99652       0.124291E-002  0.628065E-003  0.242572E-018   1.53046       0.311333E-001  0.147739E-004  0.114316E-002  0.495537E-002  0.378021E-004  0.242086E-009  0.490114E-003  0.147129E-006  0.600787       0.864245E-002  0.127732E-001  0.619030E-002  0.235053E-001  0.277215E-009  0.127236E-008  0.181545E-015  0.704467E-016  0.361489E-017  0.976812E-034  0.428546E-010  0.218151E-018  0.580209E-011  0.235184E-016  0.664883E-012  0.602080E-020  0.157062       0.743576       0.138328E-008  0.281306E-004   1.25059        4.02526      -0.840496E-001   27.6114        4.12160        9.23159     
  492.000        49101.0        983.865       0.371242       0.259739E-001  0.347555E-001  0.251904E-004  0.947046E-008  0.458425E-004  0.138241E-001  0.427859E-002  0.107347E-001  0.257187       0.475219E-004   1.44401       0.384436E-005  0.140722E-003   43.7176       0.732702E-007  0.368907E-006  0.219569E-003  0.199204E-002  0.120161E-013  0.102943E-002   1.98522       0.196766E-002  0.186866E-002  0.275450E-001  0.113650E-001  0.947113E-006  0.140686E-012  0.900438E-004  0.266593E-002  0.889814E-001  0.105089E-017  0.480954E-003   4.02070       0.125597E-002  0.632499E-003  0.249316E-018   1.54323       0.315071E-001  0.149289E-004  0.114753E-002  0.504575E-002  0.376223E-004  0.241887E-009  0.493919E-003  0.148735E-006  0.599774       0.859806E-002  0.128610E-001  0.620475E-002  0.234331E-001  0.269383E-009  0.125146E-008  0.180183E-015  0.702325E-016  0.361877E-017  0.979587E-034  0.419233E-010  0.220993E-018  0.571500E-011  0.235289E-016  0.659453E-012  0.623541E-020  0.157214       0.745502       0.136778E-008  0.277995E-004   1.24990        4.02298      -0.844150E-001   27.6100        4.14471        9.28111     
  493.000        49201.0        984.403       0.371346       0.261412E-001  0.349455E-001  0.252381E-004  0.944710E-008  0.463859E-004  0.138998E-001  0.427518E-002  0.108369E-001  0.257663       0.488744E-004   1.45440       0.383985E-005  0.135563E-003   43.6542       0.738110E-007  0.370100E-006  0.218483E-003  0.196162E-002  0.118733E-013  0.102363E-002   1.99453       0.197902E-002  0.186293E-002  0.277293E-001  0.117463E-001  0.941130E-006  0.141238E-012  0.901425E-004  0.267653E-002  0.882282E-001  0.106842E-017  0.474099E-003   4.04369       0.127040E-002  0.637950E-003  0.256935E-018   1.55690       0.318781E-001  0.151223E-004  0.114957E-002  0.511770E-002  0.373630E-004  0.241452E-009  0.495864E-003  0.150168E-006  0.598819       0.857000E-002  0.129571E-001  0.622002E-002  0.233460E-001  0.261756E-009  0.123356E-008  0.179356E-015  0.702762E-016  0.363882E-017  0.988750E-034  0.409885E-010  0.224720E-018  0.562312E-011  0.236296E-016  0.653024E-012  0.647356E-020  0.157334       0.746930       0.135550E-008  0.275614E-004   1.24905        4.02124      -0.848248E-001   27.5812        4.16677        9.32792     
  494.000        49301.0        984.939       0.371443       0.262102E-001  0.351281E-001  0.252910E-004  0.941515E-008  0.469298E-004  0.139776E-001  0.426982E-002  0.109328E-001  0.258030       0.502565E-004   1.45321       0.383671E-005  0.135452E-003   43.6185       0.743774E-007  0.371658E-006  0.217566E-003  0.193338E-002  0.116686E-013  0.101862E-002   2.00539       0.199045E-002  0.185346E-002  0.280182E-001  0.121397E-001  0.934406E-006  0.141061E-012  0.901919E-004  0.268954E-002  0.874970E-001  0.108672E-017  0.467265E-003   4.06840       0.128460E-002  0.643411E-003  0.264634E-018   1.57066       0.322863E-001  0.153183E-004  0.115194E-002  0.519364E-002  0.370402E-004  0.240946E-009  0.498036E-003  0.151586E-006  0.597983       0.854488E-002  0.130544E-001  0.623818E-002  0.232752E-001  0.253659E-009  0.121288E-008  0.178080E-015  0.701464E-016  0.364997E-017  0.994982E-034  0.399492E-010  0.227884E-018  0.551296E-011  0.236427E-016  0.644065E-012  0.669855E-020  0.157482       0.748847       0.134112E-008  0.272759E-004   1.24848        4.01909      -0.852258E-001   27.5799        4.19059        9.37893     
  495.000        49401.0        985.474       0.371577       0.263790E-001  0.353239E-001  0.253407E-004  0.940550E-008  0.473868E-004  0.140522E-001  0.426774E-002  0.110417E-001  0.258530       0.517312E-004   1.46363       0.383213E-005  0.135291E-003   43.5543       0.750447E-007  0.373414E-006  0.216856E-003  0.190591E-002  0.115148E-013  0.101292E-002   2.01432       0.199927E-002  0.184461E-002  0.282077E-001  0.125476E-001  0.929633E-006  0.141738E-012  0.902630E-004  0.269999E-002  0.868586E-001  0.110534E-017  0.460030E-003   4.09178       0.129993E-002  0.649624E-003  0.273110E-018   1.58512       0.326842E-001  0.155436E-004  0.115251E-002  0.525497E-002  0.366820E-004  0.240297E-009  0.498782E-003  0.152884E-006  0.597148       0.853038E-002  0.131579E-001  0.625602E-002  0.231887E-001  0.245984E-009  0.119520E-008  0.177306E-015  0.702471E-016  0.367524E-017  0.100669E-033  0.389532E-010  0.231883E-018  0.540596E-011  0.237441E-016  0.635185E-012  0.694945E-020  0.157598       0.750258       0.132964E-008  0.270696E-004   1.24772        4.01746      -0.856655E-001   27.5510        4.21317        9.42683     
  496.000        49501.0        986.008       0.371675       0.264481E-001  0.355069E-001  0.253936E-004  0.937224E-008  0.479560E-004  0.141303E-001  0.426219E-002  0.111383E-001  0.258898       0.532061E-004   1.46243       0.382899E-005  0.135180E-003   43.5186       0.755984E-007  0.374900E-006  0.215891E-003  0.187790E-002  0.113157E-013  0.100788E-002   2.02518       0.201107E-002  0.183547E-002  0.285004E-001  0.129678E-001  0.922804E-006  0.141515E-012  0.903136E-004  0.271302E-002  0.861219E-001  0.112396E-017  0.453422E-003   4.11655       0.131421E-002  0.655025E-003  0.281155E-018   1.59896       0.330978E-001  0.157399E-004  0.115501E-002  0.533431E-002  0.363740E-004  0.239829E-009  0.501087E-003  0.154342E-006  0.596284       0.850365E-002  0.132562E-001  0.627373E-002  0.231166E-001  0.238375E-009  0.117494E-008  0.175987E-015  0.700893E-016  0.368474E-017  0.101227E-033  0.379672E-010  0.235045E-018  0.530053E-011  0.237485E-016  0.626555E-012  0.718852E-020  0.157741       0.752164       0.131520E-008  0.267812E-004   1.24712        4.01529      -0.860605E-001   27.5497        4.23704        9.47796     
  497.000        49601.0        986.540       0.371782       0.266169E-001  0.356989E-001  0.254411E-004  0.934950E-008  0.485261E-004  0.142058E-001  0.425868E-002  0.112433E-001  0.259380       0.547512E-004   1.47293       0.382445E-005  0.130088E-003   43.4548       0.761390E-007  0.376071E-006  0.214802E-003  0.184870E-002  0.111788E-013  0.100206E-002   2.03435       0.202255E-002  0.182967E-002  0.286876E-001  0.134029E-001  0.916925E-006  0.142038E-012  0.904093E-004  0.272352E-002  0.853851E-001  0.114223E-017  0.446881E-003   4.13970       0.132899E-002  0.660533E-003  0.289583E-018   1.61296       0.334825E-001  0.159409E-004  0.115694E-002  0.540991E-002  0.361188E-004  0.239417E-009  0.503003E-003  0.155819E-006  0.595304       0.847557E-002  0.133555E-001  0.628861E-002  0.230274E-001  0.231542E-009  0.115773E-008  0.175099E-015  0.701002E-016  0.370335E-017  0.102096E-033  0.371049E-010  0.238876E-018  0.521276E-011  0.238366E-016  0.620103E-012  0.745799E-020  0.157852       0.753559       0.130302E-008  0.265452E-004   1.24625        4.01356      -0.864700E-001   27.5206        4.25927        9.52515     
  498.000        49701.0        987.070       0.371902       0.266882E-001  0.358832E-001  0.254955E-004  0.930861E-008  0.491835E-004  0.142862E-001  0.425261E-002  0.113387E-001  0.259763       0.563258E-004   1.47174       0.382135E-005  0.129982E-003   43.4195       0.766058E-007  0.377161E-006  0.213592E-003  0.181979E-002  0.109923E-013  0.996941E-003   2.04537       0.203616E-002  0.182246E-002  0.289819E-001  0.138515E-001  0.909384E-006  0.141692E-012  0.904750E-004  0.273661E-002  0.845887E-001  0.116074E-017  0.440763E-003   4.16434       0.134293E-002  0.665463E-003  0.297697E-018   1.62653       0.338902E-001  0.161214E-004  0.116033E-002  0.549996E-002  0.358771E-004  0.239107E-009  0.506092E-003  0.157407E-006  0.594342       0.844006E-002  0.134515E-001  0.630434E-002  0.229532E-001  0.224605E-009  0.113796E-008  0.173699E-015  0.698774E-016  0.370801E-017  0.102435E-033  0.362169E-010  0.241912E-018  0.512043E-011  0.238295E-016  0.613047E-012  0.771386E-020  0.157990       0.755455       0.128819E-008  0.262390E-004   1.24558        4.01134      -0.868459E-001   27.5194        4.28296        9.57591     
  499.000        49801.0        987.599       0.372012       0.268572E-001  0.360775E-001  0.255431E-004  0.929223E-008  0.497172E-004  0.143607E-001  0.424958E-002  0.114476E-001  0.260251       0.579996E-004   1.48228       0.381676E-005  0.129826E-003   43.3551       0.772044E-007  0.378588E-006  0.212683E-003  0.179235E-002  0.108524E-013  0.991187E-003   2.05431       0.204642E-002  0.181520E-002  0.291723E-001  0.143166E-001  0.904110E-006  0.142271E-012  0.905562E-004  0.274700E-002  0.839106E-001  0.117976E-017  0.434130E-003   4.18773       0.135825E-002  0.671356E-003  0.306790E-018   1.64102       0.342919E-001  0.163404E-004  0.116153E-002  0.557134E-002  0.355774E-004  0.238599E-009  0.507423E-003  0.158831E-006  0.593413       0.841835E-002  0.135551E-001  0.632030E-002  0.228640E-001  0.217948E-009  0.112110E-008  0.172830E-015  0.699099E-016  0.372887E-017  0.103417E-033  0.353467E-010  0.245909E-018  0.502713E-011  0.239157E-016  0.605496E-012  0.799927E-020  0.158097       0.756833       0.127647E-008  0.260196E-004   1.24475        4.00966      -0.872677E-001   27.4902        4.30550        9.62374     
  500.000        49901.0        988.127       0.372100       0.269222E-001  0.362511E-001  0.255944E-004  0.923178E-008  0.506753E-004  0.144378E-001  0.424207E-002  0.115341E-001  0.260597       0.595896E-004   1.48116       0.381386E-005  0.129728E-003   43.3222       0.773933E-007  0.378581E-006  0.210523E-003  0.175831E-002  0.107161E-013  0.985679E-003   2.06500       0.206609E-002  0.181566E-002  0.294372E-001  0.147748E-001  0.895179E-006  0.141843E-012  0.907098E-004  0.276029E-002  0.828463E-001  0.119646E-017  0.429199E-003   4.21115       0.136945E-002  0.673850E-003  0.313683E-018   1.65345       0.346506E-001  0.164350E-004  0.116852E-002  0.569883E-002  0.356039E-004  0.238805E-009  0.513665E-003  0.160741E-006  0.592337       0.834902E-002  0.136387E-001  0.632942E-002  0.227816E-001  0.212174E-009  0.110088E-008  0.171011E-015  0.694042E-016  0.371270E-017  0.102855E-033  0.346658E-010  0.247941E-018  0.496772E-011  0.238330E-016  0.602927E-012  0.825736E-020  0.158231       0.758720       0.125917E-008  0.256246E-004   1.24376        4.00712      -0.875873E-001   27.4889        4.32766        9.67131     
  501.000        50001.0        988.654       0.372204       0.269756E-001  0.364288E-001  0.256469E-004  0.922548E-008  0.513527E-004  0.145003E-001  0.423970E-002  0.116370E-001  0.260942       0.611301E-004   1.48000       0.381089E-005  0.124754E-003   43.2884       0.780587E-007  0.380850E-006  0.209347E-003  0.173015E-002  0.105630E-013  0.980304E-003   2.07348       0.207740E-002  0.180775E-002  0.296850E-001  0.152226E-001  0.891340E-006  0.142204E-012  0.908253E-004  0.277340E-002  0.820483E-001  0.121520E-017  0.422626E-003   4.23489       0.138147E-002  0.677746E-003  0.321853E-018   1.66811       0.350678E-001  0.165928E-004  0.117162E-002  0.579217E-002  0.353855E-004  0.238321E-009  0.516674E-003  0.162036E-006  0.591911       0.831693E-002  0.137419E-001  0.634723E-002  0.227005E-001  0.205194E-009  0.107883E-008  0.169118E-015  0.689690E-016  0.370578E-017  0.102855E-033  0.336890E-010  0.249977E-018  0.485206E-011  0.236894E-016  0.591897E-012  0.848019E-020  0.158364       0.760604       0.124272E-008  0.252866E-004   1.24290        4.00472      -0.879708E-001   27.4878        4.35044        9.72020     
  502.000        50101.0        989.179       0.372342       0.271321E-001  0.366193E-001  0.256957E-004  0.923243E-008  0.520206E-004  0.145609E-001  0.423993E-002  0.117506E-001  0.261422       0.627904E-004   1.49066       0.380647E-005  0.124609E-003   43.2259       0.787309E-007  0.382892E-006  0.208110E-003  0.170143E-002  0.104685E-013  0.974211E-003   2.08018       0.208799E-002  0.180292E-002  0.298207E-001  0.156850E-001  0.888648E-006  0.143384E-012  0.909852E-004  0.278387E-002  0.812683E-001  0.123368E-017  0.416070E-003   4.25708       0.139413E-002  0.681858E-003  0.330497E-018   1.68309       0.354564E-001  0.167593E-004  0.117396E-002  0.587972E-002  0.352080E-004  0.237860E-009  0.519117E-003  0.163325E-006  0.591400       0.828544E-002  0.138470E-001  0.636255E-002  0.226032E-001  0.198886E-009  0.105984E-008  0.167687E-015  0.687224E-016  0.370942E-017  0.103225E-033  0.328205E-010  0.252765E-018  0.475195E-011  0.236348E-016  0.582788E-012  0.873599E-020  0.158464       0.761960       0.122874E-008  0.250073E-004   1.24178        4.00277      -0.883518E-001   27.4584        4.37166        9.76530     
  503.000        50201.0        989.703       0.372446       0.271863E-001  0.367969E-001  0.257483E-004  0.921920E-008  0.527695E-004  0.146247E-001  0.423689E-002  0.118525E-001  0.261767       0.644499E-004   1.48951       0.380352E-005  0.124512E-003   43.1923       0.793296E-007  0.384851E-006  0.206776E-003  0.167309E-002  0.103225E-013  0.968811E-003   2.08881       0.210068E-002  0.179636E-002  0.300708E-001  0.161617E-001  0.884180E-006  0.143639E-012  0.911092E-004  0.279703E-002  0.804384E-001  0.125243E-017  0.409909E-003   4.28080       0.140594E-002  0.685424E-003  0.338775E-018   1.69761       0.358712E-001  0.169059E-004  0.117769E-002  0.598227E-002  0.350327E-004  0.237492E-009  0.522698E-003  0.164724E-006  0.590888       0.824741E-002  0.139489E-001  0.637887E-002  0.225208E-001  0.192494E-009  0.103861E-008  0.165780E-015  0.682521E-016  0.369937E-017  0.103071E-033  0.319309E-010  0.254705E-018  0.464793E-011  0.234881E-016  0.573127E-012  0.897277E-020  0.158592       0.763834       0.121230E-008  0.246635E-004   1.24087        4.00033      -0.887160E-001   27.4572        4.39438        9.81407     
  504.000        50301.0        990.225       0.372548       0.272412E-001  0.369739E-001  0.258009E-004  0.920065E-008  0.535716E-004  0.146896E-001  0.423336E-002  0.119532E-001  0.262113       0.661620E-004   1.48835       0.380057E-005  0.124416E-003   43.1589       0.798734E-007  0.386561E-006  0.205322E-003  0.164444E-002  0.101817E-013  0.963387E-003   2.09760       0.211445E-002  0.179088E-002  0.303226E-001  0.166541E-001  0.879242E-006  0.143816E-012  0.912407E-004  0.281022E-002  0.795816E-001  0.127107E-017  0.404010E-003   4.30449       0.141756E-002  0.688734E-003  0.347024E-018   1.71197       0.362817E-001  0.170431E-004  0.118191E-002  0.609162E-002  0.348907E-004  0.237210E-009  0.526735E-003  0.166203E-006  0.590313       0.820482E-002  0.140493E-001  0.639407E-002  0.224377E-001  0.186431E-009  0.101786E-008  0.163865E-015  0.677593E-016  0.368719E-017  0.102809E-033  0.310940E-010  0.256576E-018  0.455156E-011  0.233410E-016  0.564438E-012  0.921774E-020  0.158718       0.765704       0.119583E-008  0.243146E-004   1.23993        3.99786      -0.890634E-001   27.4561        4.41703        9.86272     
  505.000        50401.0        990.747       0.372663       0.273971E-001  0.371627E-001  0.258481E-004  0.920246E-008  0.543019E-004  0.147498E-001  0.423284E-002  0.120669E-001  0.262579       0.679555E-004   1.49907       0.379616E-005  0.119458E-003   43.0963       0.805007E-007  0.388390E-006  0.203992E-003  0.161628E-002  0.100921E-013  0.957296E-003   2.10430       0.212601E-002  0.178688E-002  0.304590E-001  0.171609E-001  0.876138E-006  0.144924E-012  0.914049E-004  0.282065E-002  0.787919E-001  0.128980E-017  0.397852E-003   4.32668       0.143013E-002  0.692606E-003  0.356040E-018   1.72700       0.366734E-001  0.172034E-004  0.118461E-002  0.618766E-002  0.347404E-004  0.236831E-009  0.529558E-003  0.167574E-006  0.589734       0.816958E-002  0.141548E-001  0.640822E-002  0.223392E-001  0.180771E-009  0.999834E-009  0.162418E-015  0.674800E-016  0.368808E-017  0.103050E-033  0.303099E-010  0.259294E-018  0.446105E-011  0.232795E-016  0.556277E-012  0.949401E-020  0.158811       0.767039       0.118200E-008  0.240349E-004   1.23877        3.99589      -0.894400E-001   27.4265        4.43826        9.90782     
  506.000        50501.0        991.267       0.372770       0.274498E-001  0.373416E-001  0.259010E-004  0.919416E-008  0.550459E-004  0.148120E-001  0.423010E-002  0.121725E-001  0.262927       0.697669E-004   1.49790       0.379318E-005  0.119365E-003   43.0625       0.811489E-007  0.390570E-006  0.202785E-003  0.158966E-002  0.994518E-014  0.951939E-003   2.11262       0.213783E-002  0.177918E-002  0.307132E-001  0.176810E-001  0.872105E-006  0.145203E-012  0.915175E-004  0.283377E-002  0.780122E-001  0.130931E-017  0.391749E-003   4.35056       0.144218E-002  0.696343E-003  0.365000E-018   1.74202       0.371065E-001  0.173612E-004  0.118780E-002  0.629028E-002  0.345327E-004  0.236399E-009  0.532755E-003  0.168936E-006  0.589249       0.813606E-002  0.142611E-001  0.642524E-002  0.222561E-001  0.174794E-009  0.979421E-009  0.160524E-015  0.670108E-016  0.367830E-017  0.102922E-033  0.294513E-010  0.261219E-018  0.435661E-011  0.231230E-016  0.546038E-012  0.974302E-020  0.158934       0.768900       0.116607E-008  0.237071E-004   1.23789        3.99349      -0.898268E-001   27.4254        4.46118        9.95708     
  507.000        50601.0        991.785       0.372901       0.275040E-001  0.375237E-001  0.259558E-004  0.918841E-008  0.557919E-004  0.148747E-001  0.422779E-002  0.122803E-001  0.263293       0.716358E-004   1.49672       0.379020E-005  0.119271E-003   43.0287       0.818156E-007  0.392835E-006  0.201621E-003  0.156363E-002  0.979946E-014  0.946605E-003   2.12086       0.214939E-002  0.177121E-002  0.309690E-001  0.182164E-001  0.868255E-006  0.145507E-012  0.916278E-004  0.284688E-002  0.772491E-001  0.132910E-017  0.385675E-003   4.37454       0.145434E-002  0.700145E-003  0.374201E-018   1.75722       0.375459E-001  0.175228E-004  0.119082E-002  0.639296E-002  0.343166E-004  0.235947E-009  0.535830E-003  0.170284E-006  0.588783       0.810399E-002  0.143690E-001  0.644251E-002  0.221731E-001  0.168969E-009  0.959337E-009  0.158643E-015  0.665450E-016  0.366876E-017  0.102806E-033  0.286064E-010  0.263147E-018  0.425259E-011  0.229645E-016  0.535680E-012  0.999613E-020  0.159054       0.770757       0.115037E-008  0.233854E-004   1.23700        3.99109      -0.902003E-001   27.4243        4.48424        10.0066     
  508.000        50701.0        992.303       0.373020       0.276595E-001  0.377144E-001  0.260033E-004  0.919460E-008  0.565196E-004  0.149336E-001  0.422755E-002  0.123979E-001  0.263764       0.735955E-004   1.50748       0.378576E-005  0.114372E-003   42.9657       0.824886E-007  0.394858E-006  0.200398E-003  0.153712E-002  0.970893E-014  0.940571E-003   2.12725       0.216018E-002  0.176629E-002  0.311060E-001  0.187693E-001  0.865531E-006  0.146659E-012  0.917832E-004  0.285723E-002  0.765037E-001  0.134857E-017  0.379621E-003   4.39689       0.146716E-002  0.704177E-003  0.383950E-018   1.77274       0.379540E-001  0.176938E-004  0.119305E-002  0.648905E-002  0.341404E-004  0.235518E-009  0.538306E-003  0.171624E-006  0.588228       0.807252E-002  0.144787E-001  0.645719E-002  0.220742E-001  0.163711E-009  0.942054E-009  0.157205E-015  0.662654E-016  0.366989E-017  0.103068E-033  0.278558E-010  0.265880E-018  0.416257E-011  0.228943E-016  0.527105E-012  0.102882E-019  0.159141       0.772072       0.113699E-008  0.231193E-004   1.23585        3.98916      -0.905881E-001   27.3946        4.50566        10.0521     
  509.000        50801.0        992.819       0.373126       0.277134E-001  0.378927E-001  0.260564E-004  0.917632E-008  0.573774E-004  0.149976E-001  0.422386E-002  0.125019E-001  0.264112       0.755816E-004   1.50630       0.378281E-005  0.114283E-003   42.9323       0.830374E-007  0.396580E-006  0.198978E-003  0.151033E-002  0.957166E-014  0.935177E-003   2.13580       0.217406E-002  0.176045E-002  0.313643E-001  0.193405E-001  0.860607E-006  0.146771E-012  0.919081E-004  0.287042E-002  0.756829E-001  0.136805E-017  0.374071E-003   4.42070       0.147889E-002  0.707420E-003  0.393065E-018   1.78753       0.383833E-001  0.178342E-004  0.119713E-002  0.660646E-002  0.339916E-004  0.235248E-009  0.542353E-003  0.173144E-006  0.587620       0.803087E-002  0.145832E-001  0.647209E-002  0.219894E-001  0.158470E-009  0.922797E-009  0.155298E-015  0.657486E-016  0.365562E-017  0.102718E-033  0.271087E-010  0.267644E-018  0.407329E-011  0.227339E-016  0.518683E-012  0.105596E-019  0.159257       0.773920       0.112111E-008  0.227846E-004   1.23491        3.98670      -0.909540E-001   27.3935        4.52848        10.1012     
